adcreatives,adset,campaign,created_time,id,name
"{'data': [{'body': 'uehfu', 'effective_object_story_id': '110224435301470_200649809595252', 'thumbnail_url': 'https://external-fco2-1.xx.fbcdn.net/emg1/v/t13/18173308969218549188?url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQIiPs3ug9r_p8WpYlDGPxluBqUTFovj43OPDJ9mgkQKFHMHP_HyNu8KmlY6Gsn_ZUQ5iIwkT_B57vJt8YqKNQ3H5jJwROrjWx7D5bN88Pfp5Hwv1pBLb_LqyVBvCIXTZDVRiijCyazdCrNjWjO_K3KT&fb_obo=1&utld=facebook.com&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75&ccb=13-1&oh=06_AbFf-c8Fh6hv5Z9E4uiO5RPM50B6v9--ntgr6Sm-b8U6mw&oe=65D50219&_nc_sid=58080a', 'image_url': 'https://scontent-fco2-1.xx.fbcdn.net/v/t45.1600-4/332938632_23855241283850578_7719272530945764759_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=c0a1f7&_nc_ohc=-2ugqH8u-TkAX-rk4Bi&_nc_ht=scontent-fco2-1.xx&edm=AOgd6ZUEAAAA&oh=00_AfCT5Aut5RZhlIz9doIE7YIPIFE7nBqD8GwLYpUVF6YW2A&oe=65D79666', 'object_type': 'SHARE', 'id': '23855241297540578'}]}","<AdSet> {
    ""id"": ""23855241297400578"",
    ""name"": ""AdSet REACH custom_audience""
}","<Campaign> {
    ""account_id"": ""724899538992782"",
    ""id"": ""23855241296300578"",
    ""name"": ""Campagna VISITE AL LOCALE del 06/06/2023 alle ore 10:02:52 | ABO"",
    ""objective"": ""OUTCOME_AWARENESS""
}",2023-06-06T10:02:57+0200,23855241297880578,Ad image
"{'data': [{'body': 'uehfu', 'effective_object_story_id': '110224435301470_200647449595488', 'thumbnail_url': 'https://external-fco2-1.xx.fbcdn.net/emg1/v/t13/7210789227175194364?url=https%3A%2F%2Fwww.facebook.com%2Fimages%2Fshare_options%2Fshare_arrow.gif&fb_obo=1&utld=facebook.com&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75&ccb=13-1&oh=06_AbE1aTP2SxiAPsolzzGW1dRcpawSaK5jL8uOrhQRrSBMlw&oe=65D514F5&_nc_sid=58080a', 'object_type': 'SHARE', 'id': '23855241253710578'}]}","<AdSet> {
    ""id"": ""23855241239190578"",
    ""name"": ""AdSet AD_RECALL_LIFT general_audience""
}","<Campaign> {
    ""account_id"": ""724899538992782"",
    ""id"": ""23855241239070578"",
    ""name"": ""Campagna MARCHIO del 06/06/2023 alle ore 09:57:02 | ABO"",
    ""objective"": ""OUTCOME_AWARENESS""
}",2023-06-06T09:58:09+0200,23855241253800578,Ad image
"{'data': [{'body': 'uehfu', 'effective_object_story_id': '110224435301470_200647092928857', 'thumbnail_url': 'https://external-fco2-1.xx.fbcdn.net/emg1/v/t13/7210789227175194364?url=https%3A%2F%2Fwww.facebook.com%2Fimages%2Fshare_options%2Fshare_arrow.gif&fb_obo=1&utld=facebook.com&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75&ccb=13-1&oh=06_AbE1aTP2SxiAPsolzzGW1dRcpawSaK5jL8uOrhQRrSBMlw&oe=65D514F5&_nc_sid=58080a', 'object_type': 'SHARE', 'id': '23855241239440578'}]}","<AdSet> {
    ""id"": ""23855241239320578"",
    ""name"": ""AdSet AD_RECALL_LIFT custom_audience""
}","<Campaign> {
    ""account_id"": ""724899538992782"",
    ""id"": ""23855241239070578"",
    ""name"": ""Campagna MARCHIO del 06/06/2023 alle ore 09:57:02 | ABO"",
    ""objective"": ""OUTCOME_AWARENESS""
}",2023-06-06T09:57:07+0200,23855241239530578,Ad image
"{'data': [{'body': 'prova', 'effective_object_story_id': '110224435301470_200112366315663', 'thumbnail_url': 'https://external-fco2-1.xx.fbcdn.net/emg1/v/t13/5039536748016192916?url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQL9hjMd67HJBsr33zCwRcHV0-MeCn-lEJDYeL0_gcREFejqWCJoBqYo4lzt9U2d09b779rp9U1w6HNHvvR8lRNfKmmAPlzHo94nYPpJdczfu65R2cii2_c79diF2d8PfWvjyYfil5gU1Ue1RW4U_Qqw&fb_obo=1&utld=facebook.com&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75&ccb=13-1&oh=06_AbG_SR4WUTQ6ACbARtZ5l9U8h9IHt9q_ycT3eIS8C602oA&oe=65D51131&_nc_sid=58080a', 'image_url': 'https://scontent-fco2-1.xx.fbcdn.net/v/t45.1600-4/332725685_23855222336180578_6234888904185368415_n.png?_nc_cat=110&ccb=1-7&_nc_sid=c0a1f7&_nc_ohc=c84LApQJVkAAX_v6ySw&_nc_ht=scontent-fco2-1.xx&edm=AOgd6ZUEAAAA&oh=00_AfBZ9jvlz37GHs6Y7VdjEA_9GhSXhvk4_tAVkb8kufMCJA&oe=65D8CE39', 'object_type': 'SHARE', 'id': '23855222336480578'}]}","<AdSet> {
    ""id"": ""23855222328820578"",
    ""name"": ""AdSet AD_RECALL_LIFT general_audience""
}","<Campaign> {
    ""account_id"": ""724899538992782"",
    ""id"": ""23855222328710578"",
    ""name"": ""Campagna MARCHIO del 05/06/2023 alle ore 15:25:09 | ABO"",
    ""objective"": ""BRAND_AWARENESS""
}",2023-06-05T15:26:16+0200,23855222336930578,Ad image
"{'data': [{'body': "".💙\nCelebrare l'anniversario con noi!😻\nAiGoT SRL offre le più avanzate soluzioni informatiche in grado di soddisfare tutte le tue necessità per l'anniversario.😇\nCi prendiamo cura di ogni aspetto della tua ricorrenza, dalla pianificazione iniziale ai dettagli dell'evento.💥\nOffriamo soluzioni a prezzi competitivi adatte a tutti.💜\nSiamo orgogliosi di aiutarti a realizzare un'occasione memorabile.✨\nContattaci oggi per scoprire come possiamo aiutarti a creare un anniversario indimenticabile!😍\n#anniversario #avanguardia #tecnologia #affidabilità #prezzi competitivi #AiGoT #SoluzioniInformatiche💛\nSiamo a Pisa in Via Oberdan 14\nVienici a trovare\n👉 A pranzo tutti i giorni tranne il sabato e domenica"", 'effective_object_story_id': '110224435301470_195880406738859', 'thumbnail_url': 'https://external-fco2-1.xx.fbcdn.net/emg1/v/t13/17824519368415741136?url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQJPjZiv-GFztMoSpYgUX3e5SkmW_eldLP4fvGZFcdoY90Dcbpnl1u13LYmwtYe6I5Viiwmk_nYd3AbR6uGULIHyfh5Y9V4ekrQ5ISAnDUfeR2v_j3g_6wLFe4hE1tKV2kiwEDFgOhpP3eIuu9Fzs-ym&fb_obo=1&utld=facebook.com&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75&ccb=13-1&oh=06_AbGp4dLl_INB9YwqvCNNeKB-1sQJ45ACOTsZk9_nTL-Azw&oe=65D53DFF&_nc_sid=58080a', 'image_url': 'https://scontent-fco2-1.xx.fbcdn.net/v/t45.1600-4/346612421_23854713439870578_2388719901090266383_n.png?_nc_cat=100&ccb=1-7&_nc_sid=c0a1f7&_nc_ohc=DSwqaCd24YEAX9EYlTf&_nc_ht=scontent-fco2-1.xx&edm=AOgd6ZUEAAAA&oh=00_AfBo0zap01V1Jr3uM3m8rF0sQFLT-mJeypR7T-lzrOh8wA&oe=65D89B56', 'object_type': 'SHARE', 'id': '23855049020760578'}]}","<AdSet> {
    ""id"": ""23855048999150578"",
    ""name"": ""AdSet AD_RECALL_LIFT broad""
}","<Campaign> {
    ""account_id"": ""724899538992782"",
    ""id"": ""23855048998520578"",
    ""name"": ""Campagna MARCHIO per ANNIVERSARY | ABO"",
    ""objective"": ""BRAND_AWARENESS""
}",2023-05-30T09:41:28+0200,23855049021080578,Ad image
"{'data': [{'body': "".💙\nCelebrare l'anniversario con noi!😻\nAiGoT SRL offre le più avanzate soluzioni informatiche in grado di soddisfare tutte le tue necessità per l'anniversario.😇\nCi prendiamo cura di ogni aspetto della tua ricorrenza, dalla pianificazione iniziale ai dettagli dell'evento.💥\nOffriamo soluzioni a prezzi competitivi adatte a tutti.💜\nSiamo orgogliosi di aiutarti a realizzare un'occasione memorabile.✨\nContattaci oggi per scoprire come possiamo aiutarti a creare un anniversario indimenticabile!😍\n#anniversario #avanguardia #tecnologia #affidabilità #prezzi competitivi #AiGoT #SoluzioniInformatiche💛\nSiamo a Pisa in Via Oberdan 14\nVienici a trovare\n👉 A pranzo tutti i giorni tranne il sabato e domenica"", 'effective_object_story_id': '110224435301470_195879776738922', 'thumbnail_url': 'https://external-fco2-1.xx.fbcdn.net/emg1/v/t13/16608991951570344159?url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQJBtwhd7IeDxGntvQFYPlzr4c3D68iN8YpvJUOgCeZEEZ1SPOVVxhr0aKphdH9iYQ1YAGMZW_t6XJU5rLzWidNaDHyLMWPRRACa0d5pfSSN2uMymdZHP3PUVMkqLZlRQpXJ2-94KR-8Y9Fy1rI7fLYd&fb_obo=1&utld=facebook.com&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75&ccb=13-1&oh=06_AbGbILT253fhsqhgDdwXSx7OySkuO_pw_EaCCz0tw1ZdSA&oe=65D4C7E6&_nc_sid=58080a', 'image_url': 'https://scontent-fco2-1.xx.fbcdn.net/v/t45.1600-4/346612421_23854713439870578_2388719901090266383_n.png?_nc_cat=100&ccb=1-7&_nc_sid=c0a1f7&_nc_ohc=DSwqaCd24YEAX9EYlTf&_nc_ht=scontent-fco2-1.xx&edm=AOgd6ZUEAAAA&oh=00_AfBo0zap01V1Jr3uM3m8rF0sQFLT-mJeypR7T-lzrOh8wA&oe=65D89B56', 'object_type': 'SHARE', 'id': '23855048999660578'}]}","<AdSet> {
    ""id"": ""23855048998900578"",
    ""name"": ""AdSet AD_RECALL_LIFT general_audience""
}","<Campaign> {
    ""account_id"": ""724899538992782"",
    ""id"": ""23855048998520578"",
    ""name"": ""Campagna MARCHIO per ANNIVERSARY | ABO"",
    ""objective"": ""BRAND_AWARENESS""
}",2023-05-30T09:40:26+0200,23855048999920578,Ad image
"{'data': [{'body': ""Sei alla ricerca di un'azienda con una reputazione impeccabile nei servizi informatici?💥\nAllora iGoT SRL è l'azienda che fa per te.😍\nAbbiamo offerto servizi di successo alle aziende da più di dieci anni, operando con una filosofia di impegno e dedizione nei loro confronti.💛\nAbbiamo un team di esperti informatici altamente qualificati che offrono soluzioni di qualità per soddisfare qualsiasi necessità informatica.💙\nDai consulenze tecniche ai servizi di hosting, siamo al fianco dei nostri clienti su ogni componente della tecnologia informatica.✨\nSiamo fieri di offrire un'esperienza eccellente rivolta al cliente.🌺\nVieni a conoscere iGoT SRL, il tuo partner informatico di fiducia.😎\nSiamo a Pisa in Via Oberdan 14\nVienici a trovare\n👉 A pranzo tutti i giorni tranne il sabato e domenica"", 'effective_object_story_id': '110224435301470_195256046801295', 'thumbnail_url': 'https://external-fco2-1.xx.fbcdn.net/emg1/v/t13/16866533565374315969?url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQKJg1ImQ4d2_r7SVUsAxB-Ef2xzopI4a7qmByQIOtoqjmI7lATj-gZiM4WwQneEaUYRwOfUSid9gusqbPdJsjGp2Rx8riOxoCZKNYoKgRKbaPwyUOfd_lkfb8HT7T6EWhEJcRO108bxNbMIGaBo3fu8&fb_obo=1&utld=facebook.com&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75&ccb=13-1&oh=06_AbFtqwxKDni_Ptp8CnHihQbhgsyGS2N67cmmiB27JcTFBQ&oe=65D4BAB7&_nc_sid=58080a', 'image_url': 'https://scontent-fco2-1.xx.fbcdn.net/v/t45.1600-4/346612421_23854713439870578_2388719901090266383_n.png?_nc_cat=100&ccb=1-7&_nc_sid=c0a1f7&_nc_ohc=DSwqaCd24YEAX9EYlTf&_nc_ht=scontent-fco2-1.xx&edm=AOgd6ZUEAAAA&oh=00_AfBo0zap01V1Jr3uM3m8rF0sQFLT-mJeypR7T-lzrOh8wA&oe=65D89B56', 'object_type': 'SHARE', 'id': '23855027002680578'}]}","<AdSet> {
    ""id"": ""23855026979960578"",
    ""name"": ""AdSet AD_RECALL_LIFT general_audience""
}","<Campaign> {
    ""account_id"": ""724899538992782"",
    ""id"": ""23855026979750578"",
    ""name"": ""Campagna MARCHIO del 29/05/2023 alle ore 10:17:03 | ABO"",
    ""objective"": ""BRAND_AWARENESS""
}",2023-05-29T10:18:06+0200,23855027003130578,Ad image
"{'data': [{'body': '.💜\nAvete appena pronunciato il fatidico ""sì"" e siete alla ricerca di una soluzione tecnologia per arricchire la vostra vita?😎\naiGoT SRL offre servizi di consulenza informatica che soddisfano le esigenze di tutti i nuovi sposi!🌺\nSiamo specializzati nella progettazione e implementazione di soluzioni informatiche capaci di adattarsi perfettamente alle vostre esigenze.😻\nCon i nostri servizi avrete la possibilità di usufruire dei vantaggi offerti dalla tecnologia, senza complicazioni.🌸\nContattaci oggi stesso e verifica come possiamo aiutarti a realizzare il tuo sogno di una vita al passo con i tempi.💞\nSiamo a Pisa in Via Oberdan 14\nVienici a trovare\n👉 A pranzo tutti i giorni tranne il sabato e domenica', 'effective_object_story_id': '110224435301470_193248500335383', 'thumbnail_url': 'https://external-fco2-1.xx.fbcdn.net/emg1/v/t13/3640345054635416147?url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQLkNBR6EUyyPBUeBwU_9YaBp30SSfmc29uOaySqz0-uS1hzuIpUjP355uwB2fcylSyWkVTbP52DC4P4kVHFAladdAVxW-9tg1zpUYMprjWDOcH8iqstdGFW9a95myEDD6RDzunynYWjLalgOwjN_FfZ&fb_obo=1&utld=facebook.com&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75&ccb=13-1&oh=06_AbEmSTRGxmjLAnRfeM1_s4tvM3UKHK7HWhqcz9QwduAmhg&oe=65D5406B&_nc_sid=58080a', 'image_url': 'https://scontent-fco2-1.xx.fbcdn.net/v/t45.1600-4/349842326_23854940419540578_652551633096290731_n.png?_nc_cat=111&ccb=1-7&_nc_sid=c0a1f7&_nc_ohc=wvu5HMLq9HsAX8MHlK_&_nc_ht=scontent-fco2-1.xx&edm=AOgd6ZUEAAAA&oh=00_AfCvzOnGfzKJm4Zn1Ebp51kZo7MWiVFXhvDUvNbJXB3LEQ&oe=65D91122', 'object_type': 'SHARE', 'id': '23854942438120578'}]}","<AdSet> {
    ""id"": ""23854942373120578"",
    ""name"": ""AdSet AD_RECALL_LIFT broad""
}","<Campaign> {
    ""account_id"": ""724899538992782"",
    ""id"": ""23854942371670578"",
    ""name"": ""Campagna MARCHIO per JUST MARRIED | ABO"",
    ""objective"": ""BRAND_AWARENESS""
}",2023-05-26T11:40:16+0200,23854942439120578,Ad image
"{'data': [{'body': '.💜\nAvete appena pronunciato il fatidico ""sì"" e siete alla ricerca di una soluzione tecnologia per arricchire la vostra vita?😎\naiGoT SRL offre servizi di consulenza informatica che soddisfano le esigenze di tutti i nuovi sposi!🌺\nSiamo specializzati nella progettazione e implementazione di soluzioni informatiche capaci di adattarsi perfettamente alle vostre esigenze.😻\nCon i nostri servizi avrete la possibilità di usufruire dei vantaggi offerti dalla tecnologia, senza complicazioni.🌸\nContattaci oggi stesso e verifica come possiamo aiutarti a realizzare il tuo sogno di una vita al passo con i tempi.💞\nSiamo a Pisa in Via Oberdan 14\nVienici a trovare\n👉 A pranzo tutti i giorni tranne il sabato e domenica', 'effective_object_story_id': '110224435301470_193248080335425', 'thumbnail_url': 'https://external-fco2-1.xx.fbcdn.net/emg1/v/t13/4872943319235787660?url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQIdE57amxNuNDnY1aVCn2ADRnGwarwW2pLnxsothNDgWUFNlNs2_lYmsWIOm3rW5RodPZkNlTdZep1pNSzxE5_X20PXHtKYzMN4O20g71kVLow5N3HKvoJI71eIR-4VTz9bNbmEivp8BxV85zt7Sb8U&fb_obo=1&utld=facebook.com&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75&ccb=13-1&oh=06_AbE_cXiADaW2pQLoh8uv43XXq0vfgb3d7v5gQpUzYCzvxQ&oe=65D55DD5&_nc_sid=58080a', 'image_url': 'https://scontent-fco2-1.xx.fbcdn.net/v/t45.1600-4/349842326_23854940419540578_652551633096290731_n.png?_nc_cat=111&ccb=1-7&_nc_sid=c0a1f7&_nc_ohc=wvu5HMLq9HsAX8MHlK_&_nc_ht=scontent-fco2-1.xx&edm=AOgd6ZUEAAAA&oh=00_AfCvzOnGfzKJm4Zn1Ebp51kZo7MWiVFXhvDUvNbJXB3LEQ&oe=65D91122', 'object_type': 'SHARE', 'id': '23854942374150578'}]}","<AdSet> {
    ""id"": ""23854942372460578"",
    ""name"": ""AdSet AD_RECALL_LIFT general_audience""
}","<Campaign> {
    ""account_id"": ""724899538992782"",
    ""id"": ""23854942371670578"",
    ""name"": ""Campagna MARCHIO per JUST MARRIED | ABO"",
    ""objective"": ""BRAND_AWARENESS""
}",2023-05-26T11:39:13+0200,23854942374900578,Ad image
"{'data': [{'body': ""Fai affidamento al servizio di tecnologia aiGoT SRL per tutte le tue esigenze informatiche!💙\nSiamo specializzati nella progettazione, nello sviluppo, nell'integrazione e nella fornitura di prodotti e servizi informatici e digitali di ultima generazione.😍\nDai alla tua azienda la possibilità di avere maggiore successo con la migliore tecnologia sul mercato.🌺\naiGoT SRL: i migliori nel campo della tecnologia informatica.💖\nSiamo a Pisa in Via Oberdan 14\nVienici a trovare\n👉 A pranzo tutti i giorni tranne il sabato e domenica"", 'effective_object_story_id': '110224435301470_193214460338787', 'thumbnail_url': 'https://external-fco2-1.xx.fbcdn.net/emg1/v/t13/13802400694276669760?url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQICLVq1IItqQIls0OD5T3byJZAuDH7RaTnzLBgM8bLCLPbXTyhSEKLImwNPq8qph_FFz-hvMPv26EXtOXgLTZKGpKPaeaY-10W46Jyv6qbUlPw0kUseUYiEU57trZ_lzPzLNmkbi5MGXQVnj5di3upw&fb_obo=1&utld=facebook.com&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75&ccb=13-1&oh=06_AbHHAYnrkePxqfEPJDqW16IYxVCWg91U07y0ZjEjjBgAzQ&oe=65D4E2AA&_nc_sid=58080a', 'image_url': 'https://scontent-fco2-1.xx.fbcdn.net/v/t45.1600-4/349842326_23854940419540578_652551633096290731_n.png?_nc_cat=111&ccb=1-7&_nc_sid=c0a1f7&_nc_ohc=wvu5HMLq9HsAX8MHlK_&_nc_ht=scontent-fco2-1.xx&edm=AOgd6ZUEAAAA&oh=00_AfCvzOnGfzKJm4Zn1Ebp51kZo7MWiVFXhvDUvNbJXB3LEQ&oe=65D91122', 'object_type': 'SHARE', 'id': '23854940420210578'}]}","<AdSet> {
    ""id"": ""23854940411120578"",
    ""name"": ""AdSet AD_RECALL_LIFT general_audience""
}","<Campaign> {
    ""account_id"": ""724899538992782"",
    ""id"": ""23854940411010578"",
    ""name"": ""Campagna MARCHIO del 26/05/2023 alle ore 10:22:11 | ABO"",
    ""objective"": ""BRAND_AWARENESS""
}",2023-05-26T10:23:19+0200,23854940420360578,Ad image
"{'data': [{'body': 'Vieni a trovarci nel nostro ristorante Il Canguro per mangiare ottimi piatti!', 'effective_object_story_id': '110224435301470_190671720593061', 'thumbnail_url': 'https://external-fco2-1.xx.fbcdn.net/emg1/v/t13/13101166347679719896?url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQJht40DpcFmLumZTm-3JSqnMl1OoZOHbyG-RGxBRtZclpjr3ynYQpvpP0rmRoUun0BThuW6Tjd7wwxjQge8T6tt_XtlZLfN4SwtTYAZtIw9QefMEGhVt7UqB-Aeyn8TaNwAtwEt7aAONI6GtKaK0e5i&fb_obo=1&utld=facebook.com&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75&ccb=13-1&oh=06_AbEHkYbyVAulf3b17NXiXtpwT86aLFKvd3mpzo8elRWzxw&oe=65D511D6&_nc_sid=58080a', 'image_url': 'https://scontent-fco2-1.xx.fbcdn.net/v/t45.1600-4/332521726_23854804209740578_3549661616161596455_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=c0a1f7&_nc_ohc=m5f34WPP4B4AX-y4Vjw&_nc_ht=scontent-fco2-1.xx&edm=AOgd6ZUEAAAA&oh=00_AfD3r1heG4vfMOhjSxRXRGPUTypk0BgDJ5azkRXYiFFLBg&oe=65D7C412', 'object_type': 'SHARE', 'id': '23854805854820578'}]}","<AdSet> {
    ""id"": ""23854805845640578"",
    ""name"": ""AdSet AD_RECALL_LIFT broad""
}","<Campaign> {
    ""account_id"": ""724899538992782"",
    ""id"": ""23854805845350578"",
    ""name"": ""Campagna MARCHIO per IN CERCA DI LAVORO | ABO"",
    ""objective"": ""BRAND_AWARENESS""
}",2023-05-22T11:27:08+0200,23854805854900578,Ad image
"{'data': [{'body': 'Vieni a trovarci nel nostro ristorante Il Canguro per mangiare ottimi piatti!', 'effective_object_story_id': '110224435301470_190671313926435', 'thumbnail_url': 'https://external-fco2-1.xx.fbcdn.net/emg1/v/t13/6619688974606445796?url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQKvh2EPIJLqHZO9hraU47HJvatXJnVxt6B2dB4JHCJmXECDfaG7sslTZd4alqerZ4Z9yKyregCPjIm1N_mNPuHT-s5ko0dvbU7whtxSsxB1ApfbKH6AQsM9j1VY3b35UK1PEKXPZI9nLJyWv71UlUwT&fb_obo=1&utld=facebook.com&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75&ccb=13-1&oh=06_AbETK0C7z-2bBH478C02xMFdTPK-F7q0uiReWcRfWY7IKA&oe=65D4CE84&_nc_sid=58080a', 'image_url': 'https://scontent-fco2-1.xx.fbcdn.net/v/t45.1600-4/332521726_23854804209740578_3549661616161596455_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=c0a1f7&_nc_ohc=m5f34WPP4B4AX-y4Vjw&_nc_ht=scontent-fco2-1.xx&edm=AOgd6ZUEAAAA&oh=00_AfD3r1heG4vfMOhjSxRXRGPUTypk0BgDJ5azkRXYiFFLBg&oe=65D7C412', 'object_type': 'SHARE', 'id': '23854805845890578'}]}","<AdSet> {
    ""id"": ""23854805845480578"",
    ""name"": ""AdSet AD_RECALL_LIFT general_audience""
}","<Campaign> {
    ""account_id"": ""724899538992782"",
    ""id"": ""23854805845350578"",
    ""name"": ""Campagna MARCHIO per IN CERCA DI LAVORO | ABO"",
    ""objective"": ""BRAND_AWARENESS""
}",2023-05-22T11:26:05+0200,23854805845970578,Ad image
"{'data': [{'body': 'Vieni a trovarci nel nostro ristorante Il Canguro per mangiare ottimi piatti!', 'effective_object_story_id': '110224435301470_190652207261679', 'thumbnail_url': 'https://external-fco2-1.xx.fbcdn.net/emg1/v/t13/8506429931479979009?url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQIHCRtHVj_OWMiG5lDQnouaNh9QTSGxN7nTefmm1IXU_aNvsBo3ozavdJ9CiuP3bVqwBTKi1XzgOqmIjGyGB0KSzUbCd34AxpLjXVDrQF6Vd0xuaQJhYAC_kQ0D3qVrVIGLijPctH9ODPghb4Wn0sd5&fb_obo=1&utld=facebook.com&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75&ccb=13-1&oh=06_AbHzrIR-iXQ5vEvHHFFZ83F5WCev_Cs-taEM53Zn0ZJqPQ&oe=65D5311B&_nc_sid=58080a', 'image_url': 'https://scontent-fco2-1.xx.fbcdn.net/v/t45.1600-4/332521726_23854804209740578_3549661616161596455_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=c0a1f7&_nc_ohc=m5f34WPP4B4AX-y4Vjw&_nc_ht=scontent-fco2-1.xx&edm=AOgd6ZUEAAAA&oh=00_AfD3r1heG4vfMOhjSxRXRGPUTypk0BgDJ5azkRXYiFFLBg&oe=65D7C412', 'object_type': 'SHARE', 'id': '23854805019040578'}]}","<AdSet> {
    ""id"": ""23854804999420578"",
    ""name"": ""AdSet AD_RECALL_LIFT general_audience""
}","<Campaign> {
    ""account_id"": ""724899538992782"",
    ""id"": ""23854804999200578"",
    ""name"": ""Campagna MARCHIO per IL TURISTA | ABO"",
    ""objective"": ""BRAND_AWARENESS""
}",2023-05-22T10:46:21+0200,23854805019200578,Ad image
"{'data': [{'effective_object_story_id': '110224435301470_188433500816883', 'thumbnail_url': 'https://external-fco2-1.xx.fbcdn.net/emg1/v/t13/4465762960862869096?url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQLT086XgDJZe_Af3Wbp55RhnNR0WhGN8AUNFwgPisvBb1oXODs1sDDV9Mxyzs7FODQeO6sGIZAj4r_vVG3dLY397dcvqfAAz_LbfY6_GXEfFD17wFzIUZUjdStlu91Maj5WFzQmHE11RpGJkVM6IvZD&fb_obo=1&utld=facebook.com&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75&ccb=13-1&oh=06_AbEn305B_55f7OgsNb9JR5aD5MEQrqmvHjg2iP7rM-v37Q&oe=65D50567&_nc_sid=58080a', 'image_url': 'https://scontent-fco2-1.xx.fbcdn.net/v/t45.1600-4/345932037_23854543482790578_754165598310012532_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=c0a1f7&_nc_ohc=hFhRyMbE3VcAX8fmOAP&_nc_ht=scontent-fco2-1.xx&edm=AOgd6ZUEAAAA&oh=00_AfA5WlFzXSHjuWTgYHf2q12Z43JTqEpBBjv4uaxwOBhHjw&oe=65D80404', 'object_type': 'SHARE', 'id': '23854739478490578'}]}","<AdSet> {
    ""id"": ""23854737107340578"",
    ""name"": ""Nuovo gruppo di inserzioni Contatti""
}","<Campaign> {
    ""account_id"": ""724899538992782"",
    ""id"": ""23854737106790578"",
    ""name"": ""Nuova campagna Contatti"",
    ""objective"": ""OUTCOME_LEADS""
}",2023-05-19T09:51:20+0200,23854737107390578,Nuova inserzione Contatti
"{'data': [{'effective_object_story_id': '110224435301470_188402617486638', 'thumbnail_url': 'https://external-fco2-1.xx.fbcdn.net/emg1/v/t13/12238706894620990169?url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQJ2SeXTvJrn_4tPisskByOIEVdUQmzuxYsuM97rT-zihhMMZatd7BgVpNodnGDH2ErQSyyVVxBdfD_KDmliS083PXsBmmduKSaqVmG9a5P7-6A7zVG3cCJXxVsmxpNJWEqwyuTWNn98uAHKDn3-z7Da&fb_obo=1&utld=facebook.com&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75&ccb=13-1&oh=06_AbHfrR488Cjg5ZjNvCFYQveFsnMALKSnGdAT26tczAwgQQ&oe=65D51E67&_nc_sid=58080a', 'image_url': 'https://scontent-fco2-1.xx.fbcdn.net/v/t45.1600-4/345932037_23854543482790578_754165598310012532_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=c0a1f7&_nc_ohc=hFhRyMbE3VcAX8fmOAP&_nc_ht=scontent-fco2-1.xx&edm=AOgd6ZUEAAAA&oh=00_AfA5WlFzXSHjuWTgYHf2q12Z43JTqEpBBjv4uaxwOBhHjw&oe=65D80404', 'object_type': 'SHARE', 'id': '23854737927740578'}]}","<AdSet> {
    ""id"": ""23854715943180578"",
    ""name"": ""Nuovo gruppo di inserzioni Contatti""
}","<Campaign> {
    ""account_id"": ""724899538992782"",
    ""id"": ""23854715943150578"",
    ""name"": ""Nuova campagna Contatti"",
    ""objective"": ""OUTCOME_LEADS""
}",2023-05-19T10:17:18+0200,23854715943220578,Nuova inserzione Contatti
